journal_id,journal_name,field
16657,Somnologie,Psychology
16656,SOMATOSENSORY AND MOTOR RESEARCH,Neuroscience
16670,South African Crime Quarterly-SACQ,Social Sciences
16663,Sosyoekonomi,"Economics, Econometrics and Finance"
16658,Sonography,Medicine
16674,SOUTH AFRICAN JOURNAL FOR RESEARCH IN SPORT PHYSICAL EDUCATION AND RECREATION,Medicine
16667,SOUNDINGS,Social Sciences
16655,Somatechnics,Social Sciences
16678,South African Journal of Bioethics and Law,Health Professions
16660,Sophia-Coleccion de Filosofia de la Educacion,Social Sciences
16665,SOUND AND VIBRATION,Engineering
16666,Sound Studies,Arts and Humanities
16654,SOLVENT EXTRACTION RESEARCH AND DEVELOPMENT-JAPAN,Engineering
16675,South African Journal of Accounting Research,"Business, Management and Accounting"
16661,Sophia-Educacion,Social Sciences
16662,SORT-Statistics and Operations Research Transactions,Earth and Planetary Sciences
16688,SOUTH AFRICAN JOURNAL OF ECONOMICS,Social Sciences
16702,SOUTH AFRICAN JOURNAL OF SCIENCE,Social Sciences
16693,South African Journal of Higher Education,Social Sciences
16700,South African Journal of Plant and Soil,Agricultural and Biological Sciences
16699,South African Journal of Physiotherapy,Engineering
16691,SOUTH AFRICAN JOURNAL OF GEOLOGY,Earth and Planetary Sciences
16689,South African Journal of Education,Social Sciences
16694,South African Journal of Industrial Engineering,"Business, Management and Accounting"
16704,South African Journal on Human Rights,Social Sciences
16687,South African Journal of Economic and Management Sciences,"Economics, Econometrics and Finance"
16696,South African Journal of International Affairs-SAJIA,Social Sciences
16681,SOUTH AFRICAN JOURNAL OF CHEMISTRY-SUID-AFRIKAANSE TYDSKRIF VIR CHEMIE,Chemistry
16698,SOUTH AFRICAN JOURNAL OF PHILOSOPHY,Social Sciences
16701,South African Journal of Psychiatry,Psychology
16695,South African Journal of Information Management,Social Sciences
16684,South African Journal of Clinical Nutrition,Nursing
16685,SOUTH AFRICAN JOURNAL OF COMMUNICATION DISORDERS,Psychology
16703,SOUTH AFRICAN JOURNAL OF SURGERY,Medicine
16690,SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE,Agricultural and Biological Sciences
16682,South African Journal of Child Health,Health Professions
16683,South African Journal of Childhood Education,Social Sciences
16697,South African Journal of Libraries and Information Science,Social Sciences
16706,South African Review of Sociology,Social Sciences
16692,South African Journal of Geomatics,Environmental Science
16707,SOUTH AFRICAN STATISTICAL JOURNAL,Mathematics
16686,South African Journal of Cultural History,Social Sciences
16711,SOUTH ASIA-JOURNAL OF SOUTH ASIAN STUDIES,Social Sciences
16720,South Central Review,Arts and Humanities
16731,SOUTHEASTERN NATURALIST,Environmental Science
16718,South Asian Review,Arts and Humanities
16724,South of Russia-Ecology Development,Earth and Planetary Sciences
16730,Southeastern Geographer,Environmental Science
16710,South Asia Research,Social Sciences
16728,Southeast European and Black Sea Studies,Social Sciences
16714,South Asian Journal of Cancer,Medicine
16721,South East Asia Research,Social Sciences
16727,Southeast Asian Studies,Social Sciences
16708,South African Theatre Journal,Arts and Humanities
16729,SOUTHEASTERN EUROPE,Social Sciences
16713,South Asian History and Culture,Social Sciences
16719,South Asian Studies,Arts and Humanities
16709,South American Journal of Herpetology,Environmental Science
16717,South Asian Popular Culture,Arts and Humanities
16712,South Asian Diaspora,Social Sciences
16732,Southern African Business Review,"Business, Management and Accounting"
16726,SOUTHEAST ASIAN JOURNAL OF TROPICAL MEDICINE AND PUBLIC HEALTH,Medicine
16725,Southeast Asian Bulletin of Mathematics,Mathematics
16715,South Asian Journal of Human Resource Management,"Business, Management and Accounting"
16723,South East European Journal of Economics and Business,"Economics, Econometrics and Finance"
16722,South East Asian Journal of Management,"Business, Management and Accounting"
16733,Southern African Humanities,Social Sciences
16716,South Asian Journal of Macroeconomics and Public Finance,"Economics, Econometrics and Finance"
16734,Southern African Journal of Accountability and Auditing Research-SAJAAR,"Business, Management and Accounting"
16746,SOUTHERN MEDICAL JOURNAL,"Economics, Econometrics and Finance"
16755,SPACE SCIENCE REVIEWS,Physics and Astronomy
16745,SOUTHERN JOURNAL OF PHILOSOPHY,Psychology
16747,SOUTHWESTERN ENTOMOLOGIST,Agricultural and Biological Sciences
16754,Space Science and Technology-Kosmicna Nauka i Tehnologia,Physics and Astronomy
16760,SPANISH JOURNAL OF AGRICULTURAL RESEARCH,Agricultural and Biological Sciences
16748,SOUTHWESTERN HISTORICAL QUARTERLY,Social Sciences
16743,SOUTHERN CULTURES,Social Sciences
16735,Southern African Journal of Anaesthesia and Analgesia,Medicine
16742,Southern Communication Journal,Arts and Humanities
16738,SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE,Medicine
16753,Space and Culture,Social Sciences
16749,Soviet and Post Soviet Review,Social Sciences
16740,Southern African Linguistics and Applied Language Studies,Social Sciences
16750,Sovremennye Tehnologii v Medicine,Engineering
16751,SOZIALE WELT-ZEITSCHRIFT FUR SOZIALWISSENSCHAFTLICHE FORSCHUNG UND PRAXIS,Social Sciences
16764,Spatial Economic Analysis,"Economics, Econometrics and Finance"
16761,Spanish Journal of Finance and Accounting-Revista Espanola de Financiacion y Contabilidad,"Business, Management and Accounting"
16758,Spal,Arts and Humanities
16744,Southern Forests-A Journal of Forest Science,Environmental Science
16759,Spanish in Context,Arts and Humanities
16739,Southern African Journal of Infectious Diseases,Medicine
16757,Space-Science & Technology,Engineering
16736,Southern African Journal of Critical Care,Medicine
16752,Space,Social Sciences
16763,Spatial Demography,Social Sciences
16737,Southern African Journal of Gynaecological Oncology,Medicine
16741,SOUTHERN CALIFORNIA LAW REVIEW,Social Sciences
16779,SPECULUM-A JOURNAL OF MEDIEVAL STUDIES,Arts and Humanities
16773,SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,Chemistry
16788,Spine Journal,Medicine
16777,SPECTROSCOPY LETTERS,Materials Science
16770,Special Care in Dentistry,Dentistry
16798,Sport in Society,Social Sciences
16782,Spektrum der Augenheilkunde,Medicine
16800,Sport Sciences for Health,Medicine
16776,SPECTROSCOPY AND SPECTRAL ANALYSIS,Environmental Science
16792,Spiritus-A Journal of Christian Spirituality,Arts and Humanities
16766,SPE DRILLING & COMPLETION,Engineering
16797,Sport in History,Social Sciences
16768,SPE Production & Operations,Engineering
16786,Spinal Cord Series and Cases,Medicine
16801,Sport TK-Revista Euroamericana de Ciencias del Deporte,Medicine
16789,Spine Surgery and Related Research,Medicine
16804,Sports Engineering,Medicine
16783,SPIEGEL DER LETTEREN,Social Sciences
16781,Speech Language and Hearing,Psychology
16772,Special Topics & Reviews in Porous Media-An International Journal,Engineering
16784,SPIN,Physics and Astronomy
16802,Sportis-Scientific Technical Journal of School Sport Physical Education and Psychomotricity,Psychology
16793,Spisanie Na B Lgarskoto Geologichesko Druzhestov-Review of the Bulgarian Geological Society,Earth and Planetary Sciences
16796,Sport History Review,Social Sciences
16790,Spirituality in Clinical Practice,Social Sciences
16771,Special Matrices,Computer Science
16778,Spectrum,Social Sciences
16775,SPECTROSCOPY,Chemistry
16794,SPIXIANA,"Biochemistry, Genetics and Molecular Biology"
16821,Stahlbau,Engineering
16806,SPORTS MEDICINE,Medicine
16825,STAR Protocols,"Biochemistry, Genetics and Molecular Biology"
16815,Srpski Arhiv za Celokupno Lekarstvo,Dentistry
16831,STATISTICA NEERLANDICA,Mathematics
16839,STATISTICAL PAPERS,Mathematics
16809,SPORTVERLETZUNG-SPORTSCHADEN,Medicine
16824,STAPS-Sciences et Techniques des Activites Physiques et Sportives,Social Sciences
16832,STATISTICA SINICA,Mathematics
16810,SPRACHE-STIMME-GEHOR,Arts and Humanities
16817,St Petersburg Mathematical Journal,Computer Science
16836,Statistical Methods and Applications,Mathematics
16808,Sports Medicine-Open,Medicine
16827,Stat,Mathematics
16834,Statistical Applications in Genetics and Molecular Biology,"Biochemistry, Genetics and Molecular Biology"
16838,STATISTICAL MODELLING,Mathematics
16814,Sri Lankan Journal of Anaesthesiology,Medicine
16835,Statistical Inference for Stochastic Processes,"Economics, Econometrics and Finance"
16823,Stanislavski Studies,Arts and Humanities
16829,State Crime,Environmental Science
16820,Stability-International Journal of Security and Development,Social Sciences
16812,SPUR-Scholarship and Practice of Undergraduate Research,Social Sciences
16813,Sri Lanka Journal of Social Sciences,Social Sciences
16818,St Petersburg Polytechnic University Journal-Physics and Mathematics,Engineering
16830,Statistica,Mathematics
16822,STAND,Medicine
16819,St Theresa Journal of Humanities and Social Sciences,Social Sciences
16843,STATISTICS & PROBABILITY LETTERS,Mathematics
16877,STOCHASTIC PROCESSES AND THEIR APPLICATIONS,"Economics, Econometrics and Finance"
16864,Stem Cell Research & Therapy,Medicine
16863,Stem Cell Research,"Biochemistry, Genetics and Molecular Biology"
16862,Stem Cell Reports,"Biochemistry, Genetics and Molecular Biology"
16842,STATISTICS,Mathematics
16869,Stem Cells Translational Medicine,Medicine
16874,STOCHASTIC ANALYSIS AND APPLICATIONS,"Economics, Econometrics and Finance"
16857,Steel Construction-Design and Research,Engineering
16855,Statute Law Review,Social Sciences
16865,Stem Cell Reviews and Reports,Medicine
16878,Stochastics and Dynamics,"Economics, Econometrics and Finance"
16880,Stochastics-An International Journal of Probability and Stochastic Processes,"Economics, Econometrics and Finance"
16859,Steinbeck Review,Arts and Humanities
16849,Statistics in Biopharmaceutical Research,Mathematics
16844,Statistics & Risk Modeling,Engineering
16847,Statistics and Its Interface,Mathematics
16876,STOCHASTIC MODELS,"Business, Management and Accounting"
16861,Stellenbosch Theological Journal,Arts and Humanities
16854,Stats,Mathematics
16860,Stellenbosch Papers in Linguistics Plus-SPiL Plus,Social Sciences
16850,Statistics in Biosciences,Mathematics
16879,Stochastics and Partial Differential Equations-Analysis and Computations,"Economics, Econometrics and Finance"
16841,Statistical Theory and Related Fields,Mathematics
16873,Stoa,Social Sciences
16848,Statistics and Public Policy,Social Sciences
16872,Stilistica e Metrica Italiana,Computer Science
16853,Statistika-Statistics and Economy Journal,Social Sciences
16852,Statistics Surveys,Mathematics
16904,STROKE,Medicine
16899,STRENGTH OF MATERIALS,Materials Science
16888,STRATEGIC MANAGEMENT JOURNAL,"Business, Management and Accounting"
16914,Structural Engineering International,Engineering
16916,STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL,Engineering
16886,Strategic Analysis,Social Sciences
16910,Structural Control & Health Monitoring,Engineering
16907,Structural Change and Economic Dynamics,"Economics, Econometrics and Finance"
16917,Structural Heart-The Journal of the Heart Team,Medicine
16883,Strabismus,Medicine
16903,STROJNISKI VESTNIK-JOURNAL OF MECHANICAL ENGINEERING,Engineering
16894,STRATIGRAPHY AND GEOLOGICAL CORRELATION,Earth and Planetary Sciences
16905,Stroke and Vascular Neurology,Medicine
16895,Stratum Plus,Arts and Humanities
16889,Strategic Organization,"Business, Management and Accounting"
16887,Strategic Entrepreneurship Journal,"Business, Management and Accounting"
16896,Strenae-Recherches sur les Livres et les Objets Culturels de L Enfance,Computer Science
16892,Strategies in Trauma and Limb Reconstruction,Medicine
16893,Stratigraphy,Earth and Planetary Sciences
16891,Strategies for Policy in Science and Education-Strategii na Obrazovatelnata i Nauchnata Politika,Computer Science
16882,Storinky Istoriyi-History Pages,Engineering
16898,Strength Fracture and Complexity,Engineering
16890,Strategic Review for Southern Africa,Social Sciences
16901,Stress Biology,Agricultural and Biological Sciences
16918,Structural Integrity and Life-Integritet I Vek Konstrukcija,Materials Science
16919,"Structural Monitoring and Maintenance, An International Journal",Engineering
16921,STRUCTURE,Materials Science
16947,STUDIA MATHEMATICA,Mathematics
16946,Studia Logica,Computer Science
16937,STUDIA GEOPHYSICA ET GEODAETICA,Earth and Planetary Sciences
16950,STUDIA NEOPHILOLOGICA,Arts and Humanities
16920,STRUCTURAL SAFETY,Decision Sciences
16931,STUDI STORICI,Social Sciences
16944,STUDIA LINGUISTICA,Arts and Humanities
16924,STRUMENTI CRITICI,Arts and Humanities
16945,Studia Litterarum,Social Sciences
16943,Studia Islamika,Social Sciences
16951,Studia Phaenomenologica,Psychology
16938,Studia Geotechnica et Mechanica,Engineering
16933,Studia Ceranea,Arts and Humanities
16932,Studia Aurea-Revista de Literatura Espanola y Teoria Literaria del Renacimiento y Siglo de Oro,Arts and Humanities
16949,Studia Musicologica,Arts and Humanities
16926,STUDI E PROBLEMI DI CRITICA TESTUALE,Arts and Humanities
16925,Student Success,Social Sciences
16935,Studia Ethnologica Croatica,"Economics, Econometrics and Finance"
16942,Studia Historica-Historia Moderna,Arts and Humanities
16936,Studia Europejskie-Studies in European Affairs,Social Sciences
16939,Studia Historiae Oeconomicae,Social Sciences
16941,Studia Historica-Historia Medieval,Arts and Humanities
16948,Studia Metrica et Poetica,Arts and Humanities
16927,Studi e Saggi Linguistici,Arts and Humanities
16940,Studia Historica-Historia Antigua,Arts and Humanities
16928,Studi irlandesi-A Journal of Irish Studies,Social Sciences
16974,Studies in Art Education,Arts and Humanities
16979,Studies in Christian Ethics,Social Sciences
16969,STUDIES IN AMERICAN FICTION,Arts and Humanities
16977,STUDIES IN CANADIAN LITERATURE-ETUDES EN LITTERATURE CANADIENNE,Social Sciences
16971,Studies in American Indian Literatures,Social Sciences
16960,Studia Theologica-Czech Republic,Social Sciences
16961,Studia Theologica-Nordic Journal of Theology,Arts and Humanities
16957,STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA,Mathematics
16953,Studia Prawnicze KUL,Social Sciences
16962,Studia Universitatis Babes-Bolyai Chemia,Medicine
16954,STUDIA PSYCHOLOGICA,Psychology
16976,Studies in Business and Economics,"Business, Management and Accounting"
16970,Studies in American Humor,Arts and Humanities
16972,STUDIES IN AMERICAN POLITICAL DEVELOPMENT,Social Sciences
16963,Studia Universitatis Babes-Bolyai Mathematica,Mathematics
16966,Studia Warminskie,Arts and Humanities
16967,Studia z Filologii Polskiej i Slowianskiej,Social Sciences
16975,Studies in Australasian Cinema,"Economics, Econometrics and Finance"
16964,Studia Universitatis Babes-Bolyai Philosophia,Psychology
16968,Studies in Agricultural Economics,Agricultural and Biological Sciences
16965,Studia Universitatis Vasile Goldis Arad Seria Stiinte Economice,"Economics, Econometrics and Finance"
16978,Studies in Chinese Religions,Social Sciences
16956,STUDIA ROSENTHALIANA,Social Sciences
16955,Studia Quaternaria,Earth and Planetary Sciences
16959,Studia Theodisca,Arts and Humanities
17003,STUDIES IN RELIGION-SCIENCES RELIGIEUSES,Arts and Humanities
16981,STUDIES IN CONSERVATION,Arts and Humanities
16988,STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,Arts and Humanities
17004,STUDIES IN ROMANTICISM,Arts and Humanities
16983,STUDIES IN EAST EUROPEAN THOUGHT,Social Sciences
17000,STUDIES IN PHILOSOPHY AND EDUCATION,Social Sciences
16992,STUDIES IN LANGUAGE,Arts and Humanities
16980,Studies in Conflict & Terrorism,Social Sciences
17001,Studies in Psychology,Psychology
16997,STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS,"Economics, Econometrics and Finance"
16985,Studies in Ethnicity and Nationalism,Social Sciences
16991,Studies in Informatics and Control,Engineering
16987,Studies in History,Social Sciences
16999,STUDIES IN PHILOLOGY,Arts and Humanities
16986,Studies in European Cinema,"Economics, Econometrics and Finance"
17006,Studies in Science Education,Social Sciences
16995,Studies in Musical Theatre,Arts and Humanities
17005,Studies in Russian and Soviet Cinema,"Economics, Econometrics and Finance"
16996,STUDIES IN MYCOLOGY,"Biochemistry, Genetics and Molecular Biology"
16984,Studies in Eastern European Cinema,Social Sciences
16990,Studies in Indian Politics,Social Sciences
16982,Studies in Documentary Film,"Economics, Econometrics and Finance"
16998,Studies in Peoples History,Social Sciences
16994,STUDIES IN LATIN AMERICAN POPULAR CULTURE,Social Sciences
17002,Studies in Psychology-Psikoloji Calismalari Dergisi,Arts and Humanities
16993,Studies in Language Assessment,Arts and Humanities
17044,SURFACE & COATINGS TECHNOLOGY,Engineering
17017,STUF-Language Typology and Universals,Arts and Humanities
17027,Suchttherapie,Health Professions
17020,SUB-STANCE,Arts and Humanities
17026,Sucht-Zeitschrift fur Wissenschaft und Praxis,Health Professions
17040,Support for Learning,Social Sciences
17018,STYLE,Arts and Humanities
17014,STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,Environmental Science
17013,Studies in World Christianity,Social Sciences
17039,SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,"Business, Management and Accounting"
17011,STUDIES IN THE NOVEL,Arts and Humanities
17012,Studies in Theatre and Performance,Arts and Humanities
17028,Sudan Journal of Medical Sciences,Medicine
17009,Studies in the Education of Adults-NIACE,Social Sciences
17033,Sumarski List,Agricultural and Biological Sciences
17010,STUDIES IN THE HISTORY OF GARDENS & DESIGNED LANDSCAPES,Arts and Humanities
17019,SU URUNLERI DERGISI,Agricultural and Biological Sciences
17029,Sugar Industry-Zuckerindustrie,Agricultural and Biological Sciences
17021,Subjectivity,Social Sciences
17007,Studies in Self-Access Learning Journal,Arts and Humanities
17008,Studies in Social Justice,Social Sciences
17016,Studying Teacher Education,Social Sciences
17036,Superconductivity,Physics and Astronomy
17025,Subterranean Biology,Earth and Planetary Sciences
17031,Suicidology,Social Sciences
17035,Sungkyun Journal of East Asian Studies,Social Sciences
17032,Suma de Negocios,"Economics, Econometrics and Finance"
17023,Substance Abuse and Rehabilitation,Medicine
17015,Studijne Zvesti Archeologickeho Ustavu Slovenskej Akademie Vied,Arts and Humanities
17045,SURFACE AND INTERFACE ANALYSIS,Materials Science
17054,Surfaces and Interfaces,Energy
17085,Sustainable Cities and Society,Environmental Science
17062,SURGICAL AND RADIOLOGIC ANATOMY,Medicine
17077,SURVEY REVIEW,Earth and Planetary Sciences
17079,SURVIVAL,Social Sciences
17075,SURVEY OF OPHTHALMOLOGY,Medicine
17049,SURFACE REVIEW AND LETTERS,Physics and Astronomy
17068,SURGICAL LAPAROSCOPY ENDOSCOPY & PERCUTANEOUS TECHNIQUES,Medicine
17066,Surgical Infections,Medicine
17063,Surgical Case Reports,Medicine
17067,Surgical Innovation,Medicine
17083,Sustainability Science,Environmental Science
17084,Sustainable Chemistry and Pharmacy,Engineering
17047,SURFACE ENGINEERING AND APPLIED ELECTROCHEMISTRY,Materials Science
17078,SURVEYS IN GEOPHYSICS,Earth and Planetary Sciences
17071,Surgical Practice,"Economics, Econometrics and Finance"
17086,Sustainable Computing-Informatics & Systems,Computer Science
17052,Surface Science Spectra,Materials Science
17082,Sustainability Accounting Management and Policy Journal,"Business, Management and Accounting"
17051,SURFACE SCIENCE REPORTS,"Economics, Econometrics and Finance"
17060,Surgery Open Science,Medicine
17059,Surgery Journal,Medicine
17073,Surgical Technology International-International Developments in Surgery and Surgical Research,Medicine
17080,SusMat,Engineering
17058,Surgery in Practice and Science,Medicine
17072,Surgical Techniques Development,Medicine
17074,Survey Methodology,Mathematics
17076,Survey Research Methods,"Economics, Econometrics and Finance"
17116,SYNTHESE,Arts and Humanities
17123,SYSTEM,Arts and Humanities
17126,Systematic Biology,"Biochemistry, Genetics and Molecular Biology"
17103,Sylwan,Agricultural and Biological Sciences
17112,SYNAPSE,Neuroscience
17090,Sustainable Energy Technologies and Assessments,Energy
17088,Sustainable Energy & Fuels,Energy
17087,SUSTAINABLE DEVELOPMENT,"Economics, Econometrics and Finance"
17127,SYSTEMATIC BOTANY,Agricultural and Biological Sciences
17110,SYMPOSIUM-A QUARTERLY JOURNAL IN MODERN LITERATURES,Arts and Humanities
17124,SYSTEMATIC AND APPLIED ACAROLOGY,Agricultural and Biological Sciences
17105,SYMBOLIC INTERACTION,Social Sciences
17106,Symmetry Integrability and Geometry-Methods and Applications,Physics and Astronomy
17128,SYSTEMATIC ENTOMOLOGY,Agricultural and Biological Sciences
17093,Sustainable Production and Consumption,"Business, Management and Accounting"
17096,Swarm and Evolutionary Computation,Computer Science
17092,Sustainable Materials and Technologies,Engineering
17089,Sustainable Energy Grids & Networks,Engineering
17109,Symploke,Arts and Humanities
17111,Symposium-Canadian Journal of Continental Philosophy,Arts and Humanities
17119,Synthetic and Systems Biotechnology,"Biochemistry, Genetics and Molecular Biology"
17115,Syntax-A Journal of Theoretical Experimental and Interdisciplinary Research,Arts and Humanities
17094,Suvremena Lingvistika,Arts and Humanities
17091,Sustainable Environment Research,Environmental Science
17108,Symmetry-Culture and Science,Engineering
17095,SVMMA-Revista de Cultures Medievals,Arts and Humanities
17102,SYDOWIA,"Biochemistry, Genetics and Molecular Biology"
17101,SYDNEY LAW REVIEW,Social Sciences
17117,Synthesis-La Plata,Social Sciences
17113,Synesis,Psychology
17144,TALANTA,Chemistry
17160,TEACHERS COLLEGE RECORD,Social Sciences
17135,Systems Engineering,Engineering
17163,Teaching Exceptional Children,Psychology
17130,Systematic Reviews,Decision Sciences
17141,TAIWANESE JOURNAL OF MATHEMATICS,Computer Science
17158,TDR-The Drama Review-The Journal of Performance Studies,Arts and Humanities
17129,SYSTEMATIC PARASITOLOGY,Environmental Science
17151,TAPPI JOURNAL,Engineering
17132,SYSTEMIC PRACTICE AND ACTION RESEARCH,Decision Sciences
17150,Tanz,Social Sciences
17148,Tamkang Journal of Mathematics,Mathematics
17162,Teaching Education,Social Sciences
17159,Teacher Development,Social Sciences
17153,Targeted Oncology,Medicine
17139,Taiwan Journal of Ophthalmology,Medicine
17157,TD-The Journal for Transdisciplinary Research in Southern Africa,Social Sciences
17149,Tang Studies,Social Sciences
17146,Taller de Letras,Arts and Humanities
17156,Tbilisi Mathematical Journal,Mathematics
17145,Taller de la Historia,Social Sciences
17152,Tapuya-Latin American Science Technology and Society,"Economics, Econometrics and Finance"
17154,Tarih Incelemeleri Dergisi,Arts and Humanities
17147,TalTech Journal of European Studies,Social Sciences
17138,Taiwan Journal of Linguistics,Arts and Humanities
17140,Taiwan Journal of TESOL,Arts and Humanities
17187,TECHNOLOGY AND CULTURE,Environmental Science
17178,TECHNICAL PHYSICS LETTERS,Physics and Astronomy
17186,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,"Business, Management and Accounting"
17177,TECHNICAL PHYSICS,Engineering
17169,TEACHING SOCIOLOGY,Social Sciences
17192,TECHNOLOGY IN SOCIETY,Decision Sciences
17189,TECHNOLOGY AND HEALTH CARE,Medicine
17166,TEACHING OF PSYCHOLOGY,Psychology
17167,Teaching Philosophy,Social Sciences
17179,Technical Services Quarterly,Computer Science
17183,Techniques in Orthopaedics,Medicine
17170,Teaching Statistics,Mathematics
17171,Teaching Theology and Religion,Social Sciences
17164,Teaching Mathematics and Its Applications,Social Sciences
17185,Technological and Economic Development of Economy,Decision Sciences
17184,Techniques in Vascular and Interventional Radiology,"Economics, Econometrics and Finance"
17188,TECHNOLOGY AND DISABILITY,Health Professions
17182,Techniques in Foot and Ankle Surgery,Medicine
17168,Teaching Public Administration,Social Sciences
17172,Team Performance Management,Psychology
17190,Technology and Innovation,Engineering
17175,Techne-Journal of Technology for Architecture and Environment,Environmental Science
17180,Techniques and Innovations in Gastrointestinal Endoscopy,Medicine
17174,Tecciencia,Energy
17173,Tec Empresarial,"Economics, Econometrics and Finance"
17176,TECHNICAL COMMUNICATION,Arts and Humanities
17165,Teaching of Mathematics,Mathematics
17229,TEMPO,Arts and Humanities
17213,TELECOMMUNICATIONS POLICY,Engineering
17196,TECHNOVATION,"Business, Management and Accounting"
17203,Tehnicki Vjesnik-Technical Gazette,Engineering
17221,Telos,Social Sciences
17214,TELEMATICS AND INFORMATICS,Social Sciences
17223,TEM Journal-Technology Education Management Informatics,Social Sciences
17210,Teksty Drugie,Social Sciences
17197,Tecnologia en Marcha,"Economics, Econometrics and Finance"
17211,Tel Aviv-Journal of the Institute of Archaeology of Tel Aviv University,Arts and Humanities
17193,Technology Innovation Management Review,"Business, Management and Accounting"
17198,Tecnologia y Ciencias del Agua,Environmental Science
17220,TELOPEA,Agricultural and Biological Sciences
17202,TEHNICKI GLASNIK-TECHNICAL JOURNAL,Engineering
17227,TEMENOS,Social Sciences
17222,TELOS-Revista de Estudios Interdisciplinarios en Ciencias Sociales,"Economics, Econometrics and Finance"
17228,Temida,Social Sciences
17225,Temas Americanistas,Social Sciences
17226,Temas y Debates,Social Sciences
17208,Tekstil ve Konfeksiyon,Materials Science
17194,Technology-Architecture + Design,Engineering
17209,Tekstilec,Materials Science
17207,Teknokultura: Revista de Cultura Digital y Movimientos Sociales,Computer Science
17206,Teknik Dergi,Engineering
17204,Tejuelo-Didactica de la Lengua y la Literatura,Social Sciences
17217,Telemedicine Reports,Medicine
17205,Teka Komisji Urbanistyki i Architektury,Social Sciences
17199,Tecnoscienza-Italian Journal of Science & Technology Studies,Computer Science
17224,TeMA-Journal of Land Use Mobility and Environment,Social Sciences
17215,Telematique,Medicine
17259,TETRAHEDRON LETTERS,Chemistry
17260,TETSU TO HAGANE-JOURNAL OF THE IRON AND STEEL INSTITUTE OF JAPAN,Engineering
17233,TENSIDE SURFACTANTS DETERGENTS,Chemistry
17245,Terra Economicus,Social Sciences
17242,TERAPEVTICHESKII ARKHIV,Medicine
17241,Ter es Tarsadalom,Social Sciences
17249,TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,Earth and Planetary Sciences
17255,TESOL Journal,Arts and Humanities
17238,Teoria y Realidad Constitucional,Social Sciences
17261,TEXAS HEART INSTITUTE JOURNAL,Medicine
17256,TEST,Mathematics
17248,Terrae Incognitae-The Journal of the Society for the History of Discoveries,Social Sciences
17253,Tertiary Education and Management,Social Sciences
17236,Teoria de la Educacion,Social Sciences
17231,Tempo Social,Social Sciences
17234,Teologia y Vida,Social Sciences
17254,TESL Canada Journal,Arts and Humanities
17250,Territoire en Mouvement,Social Sciences
17262,Text & Talk,Arts and Humanities
17230,Tempo e Argumento,Social Sciences
17232,Tempo-Niteroi,Social Sciences
17246,Terra Latinoamericana,Agricultural and Biological Sciences
17244,Terminology,Arts and Humanities
17243,Terapia Psicologica,Psychology
17252,Territorios,Social Sciences
17240,TEORIJA IN PRAKSA,Social Sciences
17237,Teoria e Pratica em Administracao-TPA,Decision Sciences
17257,Tethys-Journal of Mediterranean Meteorology & Climatology,Earth and Planetary Sciences
17235,Teorema,Psychology
17251,Territorio Sociedad y Poder-Revista de Estudios Medievales,Arts and Humanities
17286,Theology,Arts and Humanities
17285,THEOLOGICAL STUDIES,Arts and Humanities
17289,THEOLOGY TODAY,Arts and Humanities
17280,THEATRE JOURNAL,Arts and Humanities
17292,THEORETICAL AND APPLIED FRACTURE MECHANICS,Engineering
17282,THEATRE RESEARCH INTERNATIONAL,Arts and Humanities
17283,THEATRE SURVEY,Arts and Humanities
17269,TEXTUAL PRACTICE,Arts and Humanities
17276,THEATER,Arts and Humanities
17265,TEXTILE HISTORY,Arts and Humanities
17277,THEATER HEUTE,Arts and Humanities
17274,THALASSAS,Agricultural and Biological Sciences
17263,Text and Performance Quarterly,Arts and Humanities
17288,Theology and Science,Arts and Humanities
17271,Thai Journal of Mathematics,Mathematics
17291,Theoretical and Applied Ecology,Agricultural and Biological Sciences
17267,Textile-Cloth and Culture,Arts and Humanities
17278,Theatre Dance and Performance Training,Arts and Humanities
17287,Theology & Sexuality,Social Sciences
17268,Texto Livre-Linguagem e Tecnologia,Social Sciences
17270,Textus,Arts and Humanities
17279,THEATRE HISTORY STUDIES,Arts and Humanities
17284,Themata-Revista de Filosofia,Social Sciences
17264,Text Matters-A Journal of Literature Theory and Culture,Social Sciences
17275,Thalassemia Reports,Medicine
17272,Thai Journal of Veterinary Medicine,Agricultural and Biological Sciences
17281,THEATRE NOTEBOOK,Arts and Humanities
17273,Thailand Statistician,Mathematics
17302,Theoretical Computer Science,Computer Science
17293,THEORETICAL AND APPLIED GENETICS,Agricultural and Biological Sciences
17298,THEORETICAL AND MATHEMATICAL PHYSICS,Physics and Astronomy
